0,0	-0,13424
1,0	-0,13279
2,0	-0,12945
3,0	-0,12796
4,0	-0,13009
6,0	-0,12889
7,0	-0,12407
8,0	-0,12539
9,0	-0,12477
10,0	-0,12115
11,0	-0,12035
12,0	-0,12158
13,0	-0,12092
14,0	-0,11674
15,0	-0,11577
16,0	-0,11788
17,0	-0,11676
18,0	-0,11327
19,0	-0,11246
20,0	-0,11405
21,0	-0,11390
22,0	-0,10969
23,0	-0,10908
24,0	-0,11166
25,0	-0,11136
26,0	-0,10799
27,0	-0,10615
28,0	-0,10802
29,0	-0,10756
30,0	-0,10436
31,0	-0,10332
32,0	-0,10440
33,0	-0,10431
34,0	-0,10117
35,0	-0,09980
36,0	-0,10151
37,0	-0,10119
38,0	-0,09784
39,0	-0,09678
40,0	-0,09909
41,0	-0,09846
42,0	-0,09662
43,0	-0,09776
44,0	-0,10038
45,0	-0,09789
46,0	-0,09473
47,0	-0,09385
48,0	-0,09631
49,0	-0,09638
50,0	-0,09406
51,0	-0,09337
52,0	-0,09561
53,0	-0,09656
54,0	-0,09363
55,0	-0,09314
56,0	-0,09586
57,0	-0,09658
58,0	-0,09378
59,0	-0,09311
60,0	-0,09548
61,0	-0,09653
62,0	-0,09401
63,0	-0,09384
64,0	-0,09660
65,0	-0,09752
66,0	-0,09497
67,0	-0,09523
68,0	-0,09792
69,0	-0,09961
70,0	-0,09777
71,0	-0,09668
72,0	-0,09924
73,0	-0,10030
74,0	-0,09834
75,0	-0,09755
76,0	-0,10067
77,0	-0,10257
78,0	-0,10075
79,0	-0,10005
80,0	-0,10325
81,0	-0,10497
82,0	-0,10343
83,0	-0,10248
84,0	-0,10527
85,0	-0,10723
86,0	-0,10527
87,0	-0,10477
88,0	-0,10731
89,0	-0,10997
90,0	-0,10824
91,0	-0,10764
92,0	-0,11132
93,0	-0,11279
94,0	-0,11162
95,0	-0,11065
96,0	-0,11290
97,0	-0,11528
98,0	-0,11363
99,0	-0,11327
100,0	-0,11620
101,0	-0,11878
102,0	-0,11683
103,0	-0,11613
104,0	-0,11844
105,0	-0,12036
106,0	-0,11930
107,0	-0,11834
108,0	-0,12070
109,0	-0,12286
110,0	-0,12144
111,0	-0,12054
112,0	-0,12237
113,0	-0,12492
114,0	-0,12378
115,0	-0,12230
116,0	-0,12409
117,0	-0,12625
118,0	-0,12483
119,0	-0,12457
120,0	-0,12621
121,0	-0,12794
122,0	-0,12652
123,0	-0,12473
124,0	-0,12673
125,0	-0,12867
126,0	-0,12808
127,0	-0,12650
128,0	-0,12784
129,0	-0,13011
130,0	-0,12879
131,0	-0,12687
132,0	-0,12881
133,0	-0,13073
134,0	-0,12926
135,0	-0,12814
136,0	-0,13501
137,0	-0,12825
138,0	-0,11918
139,0	-0,11702
140,0	-0,11992
141,0	-0,12182
142,0	-0,11851
143,0	-0,11635
144,0	-0,11944
145,0	-0,12169
146,0	-0,11844
147,0	-0,11560
148,0	-0,11810
149,0	-0,12020
150,0	-0,11727
151,0	-0,11330
152,0	-0,11620
153,0	-0,11813
154,0	-0,11503
155,0	-0,11141
156,0	-0,11360
157,0	-0,11579
158,0	-0,11183
159,0	-0,10825
160,0	-0,11043
161,0	-0,11205
162,0	-0,10949
163,0	-0,10586
164,0	-0,10740
165,0	-0,10875
166,0	-0,10599
167,0	-0,10213
168,0	-0,10347
169,0	-0,10579
170,0	-0,10262
171,0	-0,09895
172,0	-0,10010
173,0	-0,10253
174,0	-0,09878
175,0	-0,09535
176,0	-0,09677
177,0	-0,09868
178,0	-0,09523
179,0	-0,09109
180,0	-0,09262
181,0	-0,09478
182,0	-0,09144
183,0	-0,08713
184,0	-0,08801
185,0	-0,08995
186,0	-0,08719
187,0	-0,08319
188,0	-0,08355
189,0	-0,08556
190,0	-0,08238
191,0	-0,07765
192,0	-0,07887
193,0	-0,08072
194,0	-0,07812
195,0	-0,07361
196,0	-0,07442
197,0	-0,07624
198,0	-0,07379
199,0	-0,06974
200,0	-0,07033
201,0	-0,07225
202,0	-0,06964
203,0	-0,06581
